Comune,Provincia,Regione,Nome,Anno inserimento,Identificatore in OpenStreetMap,Longitudine,Latitudine
Novi di Modena,MODENA,Emilia-Romagna,Cinema Teatro LUX,2012,1610889969,10.9558631,44.8405202
Baricella,BOLOGNA,Emilia-Romagna,Santa Maria,2011,1213592776,11.5335535,44.6455322999999
Bologna,BOLOGNA,Emilia-Romagna,Bellinzona,2015,3181504341,11.3255169,44.4894368
Bologna,BOLOGNA,Emilia-Romagna,Bloom Culture Teatri,2015,3645563600,11.3337742,44.4956107
Bologna,BOLOGNA,Emilia-Romagna,Capitol,2015,3241249259,11.3445716,44.5029437
Bologna,BOLOGNA,Emilia-Romagna,Chaplin,2014,3181507492,11.3311297,44.4907833999999
Bologna,BOLOGNA,Emilia-Romagna,Cinema Arlecchino,2014,1685235409,11.3352337999999,44.4992288999999
Bologna,BOLOGNA,Emilia-Romagna,Cinema Lumiére,2013,1735448480,11.3345097,44.5024640999999
Bologna,BOLOGNA,Emilia-Romagna,Cinema Medica Palace,2014,1312716242,11.3406383,44.4958950999999
Bologna,BOLOGNA,Emilia-Romagna,Cinema Orione,2013,964932949,11.3133009,44.5014404
Bologna,BOLOGNA,Emilia-Romagna,Cineteca di Bologna,2015,3181344021,11.3367451,44.4988785999999
Bologna,BOLOGNA,Emilia-Romagna,Jolly,2014,3181441641,11.3371171,44.4967714
Bologna,BOLOGNA,Emilia-Romagna,Nuovo Nosadella,2014,3181344018,11.3300771,44.5024019
Bologna,BOLOGNA,Emilia-Romagna,Perla,2014,3182766145,11.3582775999999,44.4997077
Bologna,BOLOGNA,Emilia-Romagna,Smeraldo,2015,3817706458,11.3679497,44.4555948
Bologna,BOLOGNA,Emilia-Romagna,The Space Cinema,2013,1621390104,11.3725792,44.5113010999999
Casalecchio di Reno,BOLOGNA,Emilia-Romagna,Uci Cinemas Meridiana,2014,853173714,11.269124,44.4844013
Imola,BOLOGNA,Emilia-Romagna,CineCircolo Cappuccini,2013,2181326211,11.7004532,44.3548820999999
Imola,BOLOGNA,Emilia-Romagna,Cinema Cristallo,2010,246493836,11.7156435,44.3557051
Minerbio,BOLOGNA,Emilia-Romagna,Mandrioli,2013,1216084409,11.4523993999999,44.6185164999999
Pianoro,BOLOGNA,Emilia-Romagna,Star City,2012,1669292767,11.3488983999999,44.4173575
San Giovanni in Persiceto,BOLOGNA,Emilia-Romagna,Cinema Giada,2015,3909471987,11.1862078,44.6425545999999
Sant'Agata Bolognese,BOLOGNA,Emilia-Romagna,Cinecé,2014,531294965,11.1380196,44.6570912
Vergato,BOLOGNA,Emilia-Romagna,Cinema Nuovo,2010,811406731,11.1126859,44.2827535999999
Cento,FERRARA,Emilia-Romagna,Cinepark Cinema Multisala,2014,2199578727,11.3034406999999,44.7482108999999
Cento,FERRARA,Emilia-Romagna,Don Zucchini,2013,2450671594,11.2888018,44.7260677
Ferrara,FERRARA,Emilia-Romagna,Cinema Boldini,2014,1249700590,11.6216826999999,44.8383747999999
Ferrara,FERRARA,Emilia-Romagna,Cinema parrocchiale di San Benedetto,2011,1235745384,11.6146189999999,44.8417043999999
Ferrara,FERRARA,Emilia-Romagna,Multisala Apollo Cinepark,2013,1251039469,11.6195356,44.8326787
Ferrara,FERRARA,Emilia-Romagna,UCI Cinemas,2013,1255267630,11.6022171,44.8364806
Bagnacavallo,RAVENNA,Emilia-Romagna,,2015,3419889951,12.0251245,44.4121967999999
Cervia,RAVENNA,Emilia-Romagna,Cinema Sarti,2013,667881374,12.3483523,44.2613494
Conselice,RAVENNA,Emilia-Romagna,Cinema parrocchiale,2011,1172710312,11.828927,44.5136607
Faenza,RAVENNA,Emilia-Romagna,Cinema Italia,2013,2313747032,11.8821405,44.2841469
Faenza,RAVENNA,Emilia-Romagna,Sarti,2013,2313747051,11.8804212,44.2846844
Ravenna,RAVENNA,Emilia-Romagna,Cinema City,2014,657853385,12.1713082,44.4181358
Ravenna,RAVENNA,Emilia-Romagna,Mariani,2013,2585089489,12.1991387,44.4194575
Cesena,FORLI',Emilia-Romagna,Cinema Astra,2010,256784755,12.2441133,44.1329277999999
Cesena,FORLI',Emilia-Romagna,Cinema Eliseo Multisala,2015,3499819542,12.2468393,44.1395334999999
Forli',FORLI',Emilia-Romagna,Cinema Apollo,2010,971825810,12.0405934,44.2238502
Forli',FORLI',Emilia-Romagna,Cinema Eliseo,2014,2900666154,12.0454738,44.2189503999999
Forli',FORLI',Emilia-Romagna,Multisala Astoria,2011,1140049300,12.0289953,44.2042261
Fano,PESARO E URBINO,Marche,Cityplex Politeama,2012,1597985102,13.0170850999999,43.8453304
Fano,PESARO E URBINO,Marche,Malatesta,2012,1598153211,13.0164535,43.8466652999999
Fano,PESARO E URBINO,Marche,UCI Cinemas,2015,590031865,13.0143244,43.8022459
Pergola,PESARO E URBINO,Marche,capitol,2012,1904017593,12.8355885999999,43.560766
Pesaro,PESARO E URBINO,Marche,Multisala Metropolis,2010,766426276,12.8978068,43.8931584999999
Pesaro,PESARO E URBINO,Marche,UCI Cinemas,2015,2089791115,12.8673422,43.9045573
Urbania,PESARO E URBINO,Marche,SALA LUX,2014,3229582465,12.5202328,43.667003
Ancona,ANCONA,Marche,Cinema Teatro Dorico,2013,687053357,13.5149817999999,43.6007967999999
Ancona,ANCONA,Marche,Cinema Teatro Galleria,2011,1311372023,13.5187407,43.6150627999999
Ancona,ANCONA,Marche,Cinemazzurro,2011,1311371745,13.5318064,43.6122833
Ancona,ANCONA,Marche,Multisala Goldoni,2010,1000475955,13.5132131999999,43.6159358
Ancona,ANCONA,Marche,UCI Cinemas Ancona,2012,893969287,13.5120524,43.5625792
Castelfidardo,ANCONA,Marche,Cinema Teatro Astra,2012,1870966935,13.5518395999999,43.4637420999999
Castelleone di Suasa,ANCONA,Marche,Cinema Suasa,2015,259723419,12.9762053,43.6064447999999
Fabriano,ANCONA,Marche,Cinema Montini,2012,1468816625,12.9040816,43.3345624999999
Fabriano,ANCONA,Marche,Movieland Multisala,2011,1202391037,12.922566,43.3475881
Maiolati Spontini,ANCONA,Marche,Cinema Nuovo Ariston,2014,3180285196,13.1295363,43.5019348
Numana,ANCONA,Marche,Cinema Arena Italia,2014,2532660693,13.6217243,43.5142256
Senigallia,ANCONA,Marche,Cinema Teatro La Piccola Fenice,2014,2783499144,13.2180861,43.7127922
Senigallia,ANCONA,Marche,Uci Cinemas Senigallia,2014,1484736353,13.2111658,43.7088407999999
Camerino,MACERATA,Marche,Cinema Teatro Comunale M. Betti,2010,684286700,13.0670877,43.1344221
Civitanova Marche,MACERATA,Marche,Capitol,2014,1413618397,13.7166736,43.3217733999999
Macerata,MACERATA,Marche,Cinema Italia,2013,1352788356,13.4518254,43.3001628
Macerata,MACERATA,Marche,Multiplex2000,2014,462246099,13.5047178999999,43.2779941
Matelica,MACERATA,Marche,,2012,1839733066,13.0074817,43.2539828
Recanati,MACERATA,Marche,Multicinema Sabbatini,2014,1413590715,13.5496947,43.4029704
Tolentino,MACERATA,Marche,Giometti cinema,2011,1388726771,13.308296,43.2183636999999
Ussita,MACERATA,Marche,,2010,859523964,13.1393302,42.9424034
Ascoli Piceno,ASCOLI PICENO,Marche,Multiplex delle Stelle,2010,644068429,13.7094161,42.8584220999999
Ascoli Piceno,ASCOLI PICENO,Marche,Multiplex delle Stelle,2010,644068429,13.7094161,42.8584220999999
Ascoli Piceno,ASCOLI PICENO,Marche,Odeon Multisala,2010,639343070,13.5787739999999,42.8603117999999
Ascoli Piceno,ASCOLI PICENO,Marche,Piceno Multisala,2010,639343069,13.5780016,42.8527260999999
Cupra Marittima,ASCOLI PICENO,Marche,Cinema Margherita,2012,1717069517,13.8578771,43.0245907999999
Carrara,MASSA-CARRARA,Toscana,Supercinema,2015,370832156,10.1016301,44.0764714
Barga,LUCCA,Toscana,Puccini,2013,2517150520,10.4794246,44.045861
Barga,LUCCA,Toscana,Roma,2013,2517516293,10.4814814999999,44.0751017999999
Lucca,LUCCA,Toscana,Astra,2014,3168348026,10.5034578,43.8408177
Lucca,LUCCA,Toscana,Cinema Centrale,2012,1948962722,10.5012048999999,43.8432202999999
Pietrasanta,LUCCA,Toscana,Italia,2011,1409520703,10.201791,43.9258811999999
Viareggio,LUCCA,Toscana,Eden,2010,664070060,10.2431842999999,43.8667899
Viareggio,LUCCA,Toscana,Eolo,2010,664070062,10.2425403,43.8679367
Viareggio,LUCCA,Toscana,Multisala Goldoni,2015,1676985210,10.2522734,43.8675318
Viareggio,LUCCA,Toscana,Odeon,2012,664070061,10.2436564,43.8661316
Pistoia,PISTOIA,Toscana,Globo,2014,2503728699,10.9147383,43.9321217
Pistoia,PISTOIA,Toscana,Lux,2013,2139016688,10.9148162,43.9308197
Pistoia,PISTOIA,Toscana,Roma,2014,3256462761,10.9214337,43.9313129
Empoli,FIRENZE,Toscana,Excelsior,2015,1698428320,10.9479238999999,43.7207458999999
Empoli,FIRENZE,Toscana,La Perla,2012,1698427836,10.9472079,43.7187199999999
Fiesole,FIRENZE,Toscana,Cinema Unione Girone,2015,3914962189,11.3409595,43.7696288
Firenze,FIRENZE,Toscana,,2013,2364507502,11.2701381,43.7706307999999
Firenze,FIRENZE,Toscana,Cinema Castello,2015,3914910412,11.2307,43.8138098
Firenze,FIRENZE,Toscana,Cinema Cinecitté,2016,3914930975,11.2081462,43.76986
Firenze,FIRENZE,Toscana,Cinema CineRigacci,2015,3914910411,11.2227341,43.7908003
Firenze,FIRENZE,Toscana,Cinema Fiamma,2015,3914932159,11.2718723,43.7836545999999
Firenze,FIRENZE,Toscana,Cinema Fiorella Atelier,2015,3089718408,11.2885616,43.7750752
Firenze,FIRENZE,Toscana,Cinema Flora Atelier,2015,1260432731,11.2406079,43.7952698
Firenze,FIRENZE,Toscana,Cinema Fulgor,2015,3914938240,11.2451485,43.7736025
Firenze,FIRENZE,Toscana,Cinema Marconi,2015,3914940631,11.2856356,43.7596954999999
Firenze,FIRENZE,Toscana,Cinema Officine Cinematografiche - Sala Signori,2015,3914951454,11.2888423,43.7634735
Firenze,FIRENZE,Toscana,Cinema Portico,2015,3914951757,11.2781622,43.7746183
Firenze,FIRENZE,Toscana,Cinema Principe,2015,3914951455,11.262702,43.7826862
Firenze,FIRENZE,Toscana,Cinema Spazio Alfieri,2015,3914951685,11.2638011,43.7709049999999
Firenze,FIRENZE,Toscana,Cinema Spazio Uno,2015,3914929936,11.2499293999999,43.7725194
Firenze,FIRENZE,Toscana,Cinema Stensen,2015,3914951456,11.2654324999999,43.7853855999999
Firenze,FIRENZE,Toscana,Odeon Cinehall,2015,2953868598,11.2525599,43.7709928
Firenze,FIRENZE,Toscana,UCI cinemas,2009,533613242,11.1890815,43.7722577999999
Firenze,FIRENZE,Toscana,UCI Cinemas,2014,2091252665,11.2283224,43.7909279
Greve in Chianti,FIRENZE,Toscana,Cinema Boito,2011,1088852932,11.3179664,43.5830034
Lastra a Signa,FIRENZE,Toscana,,2012,1589290251,11.1061839,43.7689122999999
San Casciano in Val di Pesa,FIRENZE,Toscana,Cinema Everest,2010,595572469,11.1860436,43.6576673
Scandicci,FIRENZE,Toscana,Cinema Cabiria,2012,541185690,11.1890503,43.7539317999999
Scandicci,FIRENZE,Toscana,Supercinema Aurora,2010,533694248,11.1853383999999,43.7529625
Sesto Fiorentino,FIRENZE,Toscana,Multisala Grotta,2015,560422830,11.2009782,43.8337699
Castagneto Carducci,LIVORNO,Toscana,,2014,3177062150,10.5653580999999,43.1685507999999
Castagneto Carducci,LIVORNO,Toscana,Arena Etruria,2011,1388699884,10.5450085,43.1790407
Livorno,LIVORNO,Toscana,,2013,2375216156,10.3275121999999,43.5168705
Livorno,LIVORNO,Toscana,Arena Estiva Ardenza,2013,2082670320,10.3269097999999,43.5177091999999
Livorno,LIVORNO,Toscana,Aurora,2012,391750319,10.3273984,43.5544188
Livorno,LIVORNO,Toscana,Cinema Gran Guardia,2014,2609894405,10.3104533,43.5507481
Livorno,LIVORNO,Toscana,Cinema Teatro Quattro Mori,2013,391925259,10.3050166999999,43.5510128
Livorno,LIVORNO,Toscana,Kino Dessé,2014,1294200368,10.3113382,43.5521073999999
Livorno,LIVORNO,Toscana,Multisala Grande,2014,2980869501,10.3088297,43.5510402
Livorno,LIVORNO,Toscana,Salesiani,2011,1570750244,10.3320983,43.5471344999999
Livorno,LIVORNO,Toscana,The Space Cinema,2012,1474898011,10.3378406999999,43.5475756
Marciana Marina,LIVORNO,Toscana,Cinemare,2012,452948103,10.2004243999999,42.8050657
Marciana Marina,LIVORNO,Toscana,Metropolis,2011,1340334561,10.1965134,42.8048065999999
Piombino,LIVORNO,Toscana,Odeon,2012,1970213701,10.5272071999999,42.9253282
Rosignano Marittimo,LIVORNO,Toscana,,2012,1713957077,10.4414574,43.3904064
Rosignano Marittimo,LIVORNO,Toscana,,2012,1723040156,10.4198875,43.4041746999999
San Vincenzo,LIVORNO,Toscana,,2011,1399996446,10.539192,43.1026667
Pisa,PISA,Toscana,Ciak,2014,2969257837,10.294994,43.6295849999999
Pisa,PISA,Toscana,Cinema Arno,2009,253554577,10.387352,43.7105034
Pisa,PISA,Toscana,Cinema Arsenale,2015,3489102937,10.402714,43.7139983
Pisa,PISA,Toscana,Cinema teatro Lux,2016,2661741071,10.4041276,43.721069
Pisa,PISA,Toscana,Cinema teatro Nuovo,2014,1677276923,10.3977287,43.7091197
Pisa,PISA,Toscana,Lanteri,2015,3323919870,10.4143763,43.7087059999999
Pontedera,PISA,Toscana,Circolo Cinematografico Agoré,2013,1813913094,10.6357342999999,43.6630334
Volterra,PISA,Toscana,Cinema Centrale Multisala,2015,471087414,10.8613003999999,43.4023650999999
Arezzo,AREZZO,Toscana,Politeama,2012,1960949131,11.8773874,43.4620547999999
Arezzo,AREZZO,Toscana,UCI Arezzo,2013,663188696,11.8688661999999,43.4791735
Bibbiena,AREZZO,Toscana,Italia,2015,3854080671,11.8126279,43.7358535999999
Bucine,AREZZO,Toscana,Cinema Ambra,2014,3175628266,11.6030862,43.4159353
Montevarchi,AREZZO,Toscana,Cine8,2009,500919179,11.5631524,43.5365243
Sansepolcro,AREZZO,Toscana,Dante,2012,1683198237,12.1432556,43.5699198
Sansepolcro,AREZZO,Toscana,Nuova Aurora,2012,1683117737,12.1425515999999,43.5705997999999
Colle di Val d'Elsa,SIENA,Toscana,Cinema S.Agostino,2011,1490181940,11.1241205999999,43.421399
Poggibonsi,SIENA,Toscana,Cinema Garibaldi,2015,3709369352,11.1465248999999,43.4663546999999
Siena,SIENA,Toscana,Cinema Nuovo Pendola,2010,496123836,11.3281199,43.3148149
Sinalunga,SIENA,Toscana,UCI Cinemas Sinalunga,2008,254058342,11.7527367,43.2158268
Castiglione della Pescaia,GROSSETO,Toscana,Cinema,2013,2475514018,10.8806384,42.7633695999999
Follonica,GROSSETO,Toscana,Cinema Astra,2014,3003818928,10.7725481,42.922248
Grosseto,GROSSETO,Toscana,Cinema,2015,3598244304,11.0056023,42.711998
Grosseto,GROSSETO,Toscana,Cinema all'aperto / Spettacoli,2016,3143607468,11.1170342,42.7614619
Grosseto,GROSSETO,Toscana,The Space cinema,2014,1651578966,11.1133716,42.7811036
Citta' di Castello,PERUGIA,Umbria,Cinema Eden,2014,1480423640,12.2386246,43.4593688
Citta' di Castello,PERUGIA,Umbria,Nuovo Cinema Castello,2015,3833641114,12.2414675,43.4580816
Corciano,PERUGIA,Umbria,The Space cinema,2012,1737773293,12.3143490999999,43.0985968999999
Foligno,PERUGIA,Umbria,Multisala Supercinema Clarici,2014,2616045820,12.7058513,42.9539747
Gubbio,PERUGIA,Umbria,Cinema Astra,2014,3154005232,12.5803206,43.3517385999999
Gubbio,PERUGIA,Umbria,Cinema Italia,2012,1870786187,12.5788704,43.351087
Marsciano,PERUGIA,Umbria,Cinema Concordia,2014,3227768173,12.3372559,42.9096632999999
Perugia,PERUGIA,Umbria,Cinema Pavone,2014,1942098827,12.3881865999999,43.110345
Perugia,PERUGIA,Umbria,Nuovo Cinema Méliés,2015,2494949679,12.3920274999999,43.111615
Perugia,PERUGIA,Umbria,PostModernissimo,2015,3366294910,12.3933012,43.1127936
Perugia,PERUGIA,Umbria,Sant'Angelo Cinematografo Teatro,2012,1728788965,12.3885451999999,43.1173118
Perugia,PERUGIA,Umbria,UCI Cinemas,2012,1514200378,12.3551064,43.0965703999999
Perugia,PERUGIA,Umbria,Zenith,2012,1731560125,12.3940266,43.1042131999999
Umbertide,PERUGIA,Umbria,Metropolis cinema,2012,1664061614,12.3357227999999,43.3057233999999
Orvieto,TERNI,Umbria,Cinema Corso,2011,1449350664,12.1104056,42.718139
Terni,TERNI,Umbria,Cityplex Politeama Lucioli,2015,3839528428,12.6460304,42.5608431
Montefiascone,VITERBO,Lazio,Cinema Gallery,2010,757452223,12.0307265,42.5499778
Tuscania,VITERBO,Lazio,Supercinema,2012,1930180202,11.8737756,42.4178430999999
Valentano,VITERBO,Lazio,Cinema Colombo,2015,3422166427,11.8176412,42.5673712999999
Rieti,RIETI,Lazio,Multisala Moderno,2014,2763598274,12.8576692,42.4026404
Anzio,ROMA,Lazio,Astoria,2009,442495480,12.6282365,41.4482720999999
Anzio,ROMA,Lazio,Moderno,2009,442495672,12.6270349,41.4467215999999
Genzano di Roma,ROMA,Lazio,Cinema Multisala Cynthianum,2010,1000774083,12.6898291,41.7111303
Grottaferrata,ROMA,Lazio,Al Fellini,2010,905085280,12.6688192999999,41.786966
Monterotondo,ROMA,Lazio,Mancini,2012,1996953352,12.6174646,42.0524634
Roma,ROMA,Lazio,Admiral,2011,1283216891,12.5064581,41.9233361
Roma,ROMA,Lazio,Adriano,2011,309569303,12.4697046,41.9060168999999
Roma,ROMA,Lazio,Alcazar,2013,1528875622,12.4720752,41.887269
Roma,ROMA,Lazio,Alhambra,2015,3476234693,12.4288881999999,41.8979322
Roma,ROMA,Lazio,Andromeda,2012,610928685,12.4180813,41.9130107
Roma,ROMA,Lazio,Azzurro Scipioni,2011,1334091777,12.4582397999999,41.9084895
Roma,ROMA,Lazio,Barberini,2013,612605225,12.4891475,41.9035725999999
Roma,ROMA,Lazio,Brodway,2012,1701670092,12.5657929,41.8822395999999
Roma,ROMA,Lazio,Cinecitté,2014,899270724,12.5744671,41.8495332
Roma,ROMA,Lazio,Cineclub Alphaville,2010,248663946,12.5338939,41.8873886
Roma,ROMA,Lazio,Cineclub Detour,2016,1542593183,12.4939175,41.8962107999999
Roma,ROMA,Lazio,Cineclub Kino,2012,1759856900,12.5262715999999,41.8898159
Roma,ROMA,Lazio,CineClub Podere Rosa,2012,1601383258,12.5652715,41.9439294
Roma,ROMA,Lazio,Cineland,2014,388097156,12.2869098999999,41.7462591
Roma,ROMA,Lazio,Cinema CIAK,2010,916548809,12.445627,41.9642665
Roma,ROMA,Lazio,Cinema Royal,2015,276555836,12.5067479,41.8898212
Roma,ROMA,Lazio,Cinema Savoy,2008,301336161,12.4994424,41.9112908999999
Roma,ROMA,Lazio,Cinema Teatro Don Bosco,2015,3889651820,12.5670715,41.8576522999999
Roma,ROMA,Lazio,Cinema Tiziano,2014,309568195,12.4678505,41.9290527
Roma,ROMA,Lazio,Cinestar Cassia,2010,916498660,12.4443985,41.9656166999999
Roma,ROMA,Lazio,Doria,2014,422034617,12.4505748,41.909533
Roma,ROMA,Lazio,Eden,2013,1160046238,12.4688219999999,41.9086185999999
Roma,ROMA,Lazio,Empire,2008,310479059,12.4993047,41.919114
Roma,ROMA,Lazio,EUR Cine,2014,250884088,12.4684719,41.8338771
Roma,ROMA,Lazio,Europa,2014,1023823864,12.5008474,41.9100644999999
Roma,ROMA,Lazio,Farnese,2011,257352141,12.4726508,41.8952365999999
Roma,ROMA,Lazio,Fiamma,2012,1118787065,12.4926329,41.9053817
Roma,ROMA,Lazio,Filmstudio,2008,267112900,12.464133,41.8964558999999
Roma,ROMA,Lazio,Galaxi,2012,610928412,12.4166332,41.9214419999999
Roma,ROMA,Lazio,Giulio Cesare,2010,612601679,12.4560902,41.9087348999999
Roma,ROMA,Lazio,Greenwich,2013,251888861,12.4741095,41.8788587
Roma,ROMA,Lazio,Madison,2013,260540041,12.4792980999999,41.8534083999999
Roma,ROMA,Lazio,Maestoso,2011,1269962043,12.5218751,41.8751529
Roma,ROMA,Lazio,Multisala Atlantic,2014,266493853,12.5556535999999,41.8607865999999
Roma,ROMA,Lazio,Nuovo Cinema Aquila,2012,330885344,12.5255595,41.8905292999999
Roma,ROMA,Lazio,Nuovo Olimpia,2011,1257246656,12.4789733999999,41.9028706
Roma,ROMA,Lazio,Nuovo Sacher,2015,248674890,12.4726722,41.8842793999999
Roma,ROMA,Lazio,open air,2009,393179330,12.5242942999999,41.8868666999999
Roma,ROMA,Lazio,Quattro Fontane,2012,250889369,12.4919881,41.9014075999999
Roma,ROMA,Lazio,Reale,2011,248676601,12.4743782,41.8893204
Roma,ROMA,Lazio,The Space-Moderno,2013,1222037500,12.4964251,41.9020745999999
Roma,ROMA,Lazio,Trianon,2011,1267228617,12.5262475,41.8751413
Roma,ROMA,Lazio,UCI - 8 sale,2014,1507335546,12.6617972,41.9127838
Roma,ROMA,Lazio,Warner Village,2013,367251977,12.4116830999999,41.8151069
Tivoli,ROMA,Lazio,Cinema Giuseppetti,2015,3476274460,12.800024,41.9612776999999
Velletri,ROMA,Lazio,Augustus Multiplex,2015,665482026,12.789363,41.6895444
Aprilia,LATINA,Lazio,Multiplex Village,2010,861012765,12.6450421,41.5845429999999
Fondi,LATINA,Lazio,SuperCinema,2013,669812227,13.4280107,41.3569224
Gaeta,LATINA,Lazio,Ariston,2015,3394164813,13.5700004,41.2151265999999
Itri,LATINA,Lazio,,2013,2188746694,13.5320073999999,41.2916726999999
Latina,LATINA,Lazio,Corso,2012,764449199,12.903718,41.4664176
Latina,LATINA,Lazio,Giacomini,2012,764449196,12.9048778,41.4656688
Latina,LATINA,Lazio,Supercinema,2011,764449194,12.9047113,41.4630748
Minturno,LATINA,Lazio,Cinema Arena Eden,2014,2887215843,13.7099624,41.2549659
Terracina,LATINA,Lazio,Rio Cinema Multisala,2013,1575174523,13.2517115,41.2879337999999
Frosinone,FROSINONE,Lazio,Multisala Sisto,2012,1929283107,13.3394226,41.6174808
Isola del Liri,FROSINONE,Lazio,,2013,2338289231,13.5709351999999,41.6797218999999
Curti,CASERTA,Campania,Cinema Fellini,2013,2465270827,14.2739895,41.0769572
San Cipriano d'Aversa,CASERTA,Campania,Faro,2010,764075051,14.1350604,41.0052509
Afragola,NAPOLI,Campania,Happy Maxicinema,2012,1704639198,14.3575436,40.9338188999999
Casalnuovo di Napoli,NAPOLI,Campania,,2015,3750393937,14.3614508,40.9117005
Castellammare di Stabia,NAPOLI,Campania,Cinema Montil,2013,1631087510,14.4782838,40.6948227
Castellammare di Stabia,NAPOLI,Campania,Stabia Hall,2013,1631084455,14.483608,40.6960795
Forio,NAPOLI,Campania,,2013,1654201977,13.8576677,40.7365064999999
Ischia,NAPOLI,Campania,Cinema Excelsior,2014,1879168101,13.9520429,40.7386820999999
Napoli,NAPOLI,Campania,Cinema delle Palme,2015,499480599,14.2392155,40.8375546999999
Napoli,NAPOLI,Campania,Cinema Filangieri,2015,499479012,14.2411189999999,40.8362606999999
Napoli,NAPOLI,Campania,Cinema Metropolitan,2015,499480400,14.2428998999999,40.8358977999999
Napoli,NAPOLI,Campania,Plaza - ingresso Bernini,2014,1418558868,14.2316465999999,40.845117
Napoli,NAPOLI,Campania,Plaza - ingresso Kerbaker,2014,1418558871,14.2324842,40.8451825
Nola,NAPOLI,Campania,The Space Cinema,2010,966077292,14.487078,40.9510344999999
Piano di Sorrento,NAPOLI,Campania,Cimena delle Rose,2011,1330756567,14.4086786,40.6323276999999
Pomigliano d'Arco,NAPOLI,Campania,Teatro Cinema GLORIA,2011,1481651330,14.3901901,40.9085289
Procida,NAPOLI,Campania,Procida Hall,2013,2126186960,14.0321411,40.7651907999999
San Giorgio a Cremano,NAPOLI,Campania,Flaminio,2008,298270500,14.3437996,40.8388645
Sorrento,NAPOLI,Campania,Armida,2014,679074648,14.3777863,40.6263475
Lioni,AVELLINO,Campania,,2012,1643376287,15.1815780999999,40.8791438
Mercogliano,AVELLINO,Campania,Movieplex,2013,1693972997,14.7491454999999,40.9115097999999
Montella,AVELLINO,Campania,Cinema Fierro,2011,1436226469,15.0210083999999,40.841577
Montella,AVELLINO,Campania,Fontana Parco Giochi,2011,1436185060,15.0258904,40.8406075999999
Battipaglia,SALERNO,Campania,Garofalo,2011,1089138269,14.9812379,40.6085787
Cava de' Tirreni,SALERNO,Campania,Cine Alambra,2013,2397899318,14.7059801,40.7002578999999
Eboli,SALERNO,Campania,Cinema Italia,2011,1105027089,15.0557833,40.6157429
Nocera Superiore,SALERNO,Campania,Italia,2010,849595690,14.6730541999999,40.7423088999999
Salerno,SALERNO,Campania,Cinema Apollo,2014,2841282795,14.7654937,40.6817211999999
Salerno,SALERNO,Campania,Cinema Fatima,2014,2847372915,14.7927293,40.6639916
Salerno,SALERNO,Campania,Cinema Teatro Augusteo,2014,2796871163,14.7557799,40.6786748
Salerno,SALERNO,Campania,Cinema Teatro San Demetrio,2014,2841285453,14.7716645,40.6781387999999
Teramo,TERAMO,Abruzzo,Cinema Comunale,2011,1084506648,13.6986504999999,42.6605886999999
Teramo,TERAMO,Abruzzo,Cinema Smeraldo,2013,1084506645,13.710691,42.6611455
Montesilvano,PESCARA,Abruzzo,The Space Cinema,2012,75251540,14.1501664,42.5219811999999
Pescara,PESCARA,Abruzzo,Pescara Cityplex,2015,3292291236,14.2127932,42.4637728
Spoltore,PESCARA,Abruzzo,Cinema Arca Multiplex,2010,135133652,14.1785707999999,42.4567887999999
Torre de' Passeri,PESCARA,Abruzzo,Ciccillino,2009,490585867,13.93099,42.2425177
Chieti,CHIETI,Abruzzo,Giometti,2012,590031698,14.1287378,42.3437375999999
Chieti,CHIETI,Abruzzo,Teatro Auditorium Supercinema,2015,734442785,14.1644665,42.348125
Francavilla al Mare,CHIETI,Abruzzo,Asterope,2010,948559067,14.2669143999999,42.4345994999999
Termoli,CAMPOBASSO,Molise,Cinema Sant'Antonio,2010,687321749,14.9945187,42.0032578
Foggia,FOGGIA,Puglia,Cinema Ariston,2011,1517625256,15.5546373,41.4650429
Foggia,FOGGIA,Puglia,La citté del cinema,2013,617187895,15.5376664,41.4451801
San Severo,FOGGIA,Puglia,Cinema,2011,1238336211,15.375643,41.6875289999999
Vieste,FOGGIA,Puglia,,2015,3699804523,16.1798803999999,41.8848679
Bari,BARI,Puglia,,2015,3439716849,16.7744383,41.1316010999999
Bari,BARI,Puglia,Cinema Armenise,2012,639357019,16.8681066999999,41.1102680999999
Bari,BARI,Puglia,Cinema Royal,2011,620120661,16.8646622,41.1180183
Bari,BARI,Puglia,Esedra,2010,643883764,16.8833157999999,41.1185748999999
Bari,BARI,Puglia,Multicinema Galleria,2013,360070137,16.8684106999999,41.1187444999999
Bari,BARI,Puglia,Nuovo Splendor,2015,1242093379,16.8699252999999,41.1105872999999
Bari,BARI,Puglia,Odeon,2014,849689836,16.8757124999999,41.1138631999999
Casamassima,BARI,Puglia,The Space Cinema,2013,1634080143,16.9261991999999,40.9710627999999
Corato,BARI,Puglia,Cinema Elia,2010,578119728,16.4089136,41.1529147999999
Molfetta,BARI,Puglia,Cinema Odeon,2013,2069339077,16.6015304999999,41.1992951
Molfetta,BARI,Puglia,UCI Cinemas multisala,2009,448683033,16.5469298999999,41.2168228999999
Terlizzi,BARI,Puglia,Piccolo Osservatorio Garzia,2009,563766858,16.5453735,41.1307601999999
Castellaneta,TARANTO,Puglia,IMAX,2013,2306636080,16.9482247999999,40.4878278999999
Ginosa,TARANTO,Puglia,,2012,2062261874,16.8887222,40.4317335
