Comune,Provincia,Regione,Nome,Anno inserimento,Identificatore in OpenStreetMap,Longitudine,Latitudine
Grottaglie,TARANTO,Puglia,Cinema Vittoria,2013,2462950214,17.4261149999999,40.5351488
Martina Franca,TARANTO,Puglia,Cinema Teatro Nuovo,2012,477498744,17.3353098999999,40.7015286999999
Martina Franca,TARANTO,Puglia,Cinema Teatro Verdi,2015,592016534,17.3395438999999,40.7047124999999
Taranto,TARANTO,Puglia,Cinema Lumiere,2013,2184740610,17.2668992999999,40.4657790999999
Latiano,BRINDISI,Puglia,cine-teatro Olmi,2013,2410441862,17.7184583,40.553404
Galatina,LECCE,Puglia,,2013,2173154835,18.1672173999999,40.1741784
Maglie,LECCE,Puglia,Cinema Moderno,2015,3580537995,18.3015285,40.1230900999999
Taviano,LECCE,Puglia,,2013,2353348298,18.0880557,39.9813934
Potenza,POTENZA,Basilicata,Don Bosco,2015,3654413788,15.7961861,40.6475209999999
Venosa,POTENZA,Basilicata,,2013,2267274165,15.8173074,40.9619142
Matera,MATERA,Basilicata,Cinema Comunale,2013,2505383729,16.6060541999999,40.6669320999999
Amantea,COSENZA,Calabria,Arena Sicoli,2012,1923309770,16.0746687,39.1352395999999
Diamante,COSENZA,Calabria,vittoria,2011,1414409471,15.8214436,39.6774769
Catanzaro,CATANZARO,Calabria,Cinema Teatro Masciari,2013,1787826504,16.5947436,38.9045314
Catanzaro,CATANZARO,Calabria,TheSpace,2012,1856099751,16.6456632999999,38.8432991999999
Reggio di Calabria,REGGIO CALABRIA,Calabria,Cinema Nuova Pergola,2011,811798512,15.650836,38.1042278999999
Marsala,TRAPANI,Sicilia,Cinema Centrale,2010,881239511,12.4325101,37.7995737
Campofelice di Roccella,PALERMO,Sicilia,Arena Re,2014,2942539216,13.8856137,37.9876075
Cefalu',PALERMO,Sicilia,Cinema de Francesc a,2015,3826590511,14.0218482,38.0381033
Palermo,PALERMO,Sicilia,ABC,2008,268695044,13.3570049,38.1246297
Palermo,PALERMO,Sicilia,Ariston,2008,277642730,13.3456344999999,38.1367325
Palermo,PALERMO,Sicilia,Cinema Lux,2015,3730965262,13.3442916999999,38.1396212
Palermo,PALERMO,Sicilia,Cine Multisala Marconi,2015,618709524,13.3408386,38.1068539999999
Palermo,PALERMO,Sicilia,Dante,2008,267186897,13.346234,38.124304
Palermo,PALERMO,Sicilia,Fiamma (nel 2015 non attivo),2015,271672159,13.3492314,38.133118
Palermo,PALERMO,Sicilia,Gaudium,2009,573760502,13.3450675,38.1305413999999
Palermo,PALERMO,Sicilia,Golden,2009,573760503,13.3448973,38.1296486
Palermo,PALERMO,Sicilia,Imperia,2008,268695275,13.3572023,38.1246905
Palermo,PALERMO,Sicilia,King,2015,3483720080,13.3326926,38.1522264
Palermo,PALERMO,Sicilia,King,2015,3800809853,13.3326926,38.1522264
Palermo,PALERMO,Sicilia,UCI Cinemas,2014,3241235167,13.4127113999999,38.0900358
Villabate,PALERMO,Sicilia,Cine Ambassador,2009,412327779,13.4462446,38.0765292999999
Lipari,MESSINA,Sicilia,Museo del Cinema,2015,3419393690,15.2347100999999,38.8044458
Messina,MESSINA,Sicilia,Apollo,2015,3404942513,15.5548369,38.1897837
Messina,MESSINA,Sicilia,Cine Capitol,2014,3120571791,15.5531033999999,38.1830393999999
Messina,MESSINA,Sicilia,Lux,2015,3404942516,15.5516568999999,38.1864963
Milazzo,MESSINA,Sicilia,Liga,2015,2703924085,15.2425029,38.2220999999999
Agrigento,AGRIGENTO,Sicilia,Cine Astor,2012,1913916305,13.5865429,37.3115239999999
Agrigento,AGRIGENTO,Sicilia,Cinema Concordia,2012,1913919134,13.5948952999999,37.3018553
Agrigento,AGRIGENTO,Sicilia,cinema multisala Ciak,2012,962993052,13.5705507999999,37.3147579999999
Porto Empedocle,AGRIGENTO,Sicilia,cinema multisala Mezzano,2012,1913933924,13.5292238,37.2889076
Gela,CALTANISSETTA,Sicilia,Cine Teatro Antidoto,2015,3719711777,14.2095103999999,37.079898
Piazza Armerina,ENNA,Sicilia,Teatro Garibaldi,2012,1664822167,14.3700354,37.3858675999999
Caltagirone,CATANIA,Sicilia,Cineteatro Sant'Anna,2013,2351946827,14.5236591,37.2284003999999
Catania,CATANIA,Sicilia,,2012,1956586420,14.95988,37.4625705999999
Catania,CATANIA,Sicilia,ABC,2008,310484907,15.099061,37.5115981
Catania,CATANIA,Sicilia,Alfieri,2008,309476307,15.1043417,37.5201441999999
Catania,CATANIA,Sicilia,Arena Adua,2010,297883789,15.0800985999999,37.5159037999999
Catania,CATANIA,Sicilia,Arena Corsaro,2014,297883786,15.0808984,37.5163627
Catania,CATANIA,Sicilia,Ariston,2010,309466252,15.0885614,37.5176876
Catania,CATANIA,Sicilia,Capitol,2013,317430354,15.0953371999999,37.5195864
Catania,CATANIA,Sicilia,Corsaro,2013,297883790,15.0821901,37.5163978
Catania,CATANIA,Sicilia,King,2013,318607654,15.0935965,37.5064873999999
Catania,CATANIA,Sicilia,Lo Pé,2013,2058561640,15.0857259999999,37.5099607
Catania,CATANIA,Sicilia,Odeon,2014,3259731762,15.0872422,37.5105451
Catania,CATANIA,Sicilia,Recupero,2015,320041349,15.101063,37.5225490999999
Catania,CATANIA,Sicilia,Tiffany,2013,309123975,15.0874057,37.5115754999999
Giarre,CATANIA,Sicilia,Cineteatro Garibaldi,2012,2002700577,15.1807877,37.7260686999999
Motta Sant'Anastasia,CATANIA,Sicilia,Cinema Virgillito,2012,929553592,14.9679614,37.5131297
San Giovanni La Punta,CATANIA,Sicilia,Cine Centrale,2013,317492309,15.0939616999999,37.5783117
San Giovanni La Punta,CATANIA,Sicilia,Multiplex Cinestar,2010,316514588,15.1053238,37.5848889
Ispica,RAGUSA,Sicilia,Cinema Diana,2009,454383800,14.9117338,36.7863855
Modica,RAGUSA,Sicilia,Aurora,2010,877283753,14.762762,36.8661022
Ragusa,RAGUSA,Sicilia,Cinema La Licata,2013,2324552406,14.7269444,36.9207323999999
Ragusa,RAGUSA,Sicilia,Cine Teatro Don Bosco,2014,3232369112,14.7203237999999,36.9291659
Ragusa,RAGUSA,Sicilia,Lumiére,2013,2397539469,14.7197909,36.9234744
Scicli,RAGUSA,Sicilia,Cine-Arena,2013,2560793526,14.6354658,36.7634086999999
Alghero,SASSARI,Sardegna,Miramare,2011,1163331316,8.3159486,40.5554831999999
Sassari,SASSARI,Sardegna,Cinema Moderno,2013,2278931518,8.5637731,40.7276189999999
Sassari,SASSARI,Sardegna,Ex Cinema Ariston,2016,4017967928,8.5680125,40.7264136
Dorgali,NUORO,Sardegna,,2013,2254697969,9.586417,40.2950592999999
Cagliari,CAGLIARI,Sardegna,Cinema Odissea,2013,2508589301,9.10363609999999,39.2196973
Cagliari,CAGLIARI,Sardegna,Greenwich d'essai,2013,2508488940,9.110896,39.2171694
Cagliari,CAGLIARI,Sardegna,Multisala Cineworld,2012,1436689026,9.0959299,39.2437453
Cagliari,CAGLIARI,Sardegna,UCI Cinemas,2012,1452759826,9.0976506,39.2273538
Quartucciu,CAGLIARI,Sardegna,Warner village The space,2010,867589445,9.1627933,39.2450134999999
Maniago,PORDENONE,Friuli-Venezia Giulia,Cinema Manzoni,2015,3427386912,12.7096386,46.1692944999999
Pordenone,PORDENONE,Friuli-Venezia Giulia,Cinema Don Bosco,2011,1309384861,12.6529717,45.9628307999999
Pordenone,PORDENONE,Friuli-Venezia Giulia,CinemaZero,2009,446008451,12.6570851,45.9632629999999
Sacile,PORDENONE,Friuli-Venezia Giulia,Teatro ruffo,2015,3297493561,12.502499,45.9530949999999
Ghilarza,ORISTANO,Sardegna,Cinema Joseph,2014,3227058661,8.8337165,40.1193765
Oristano,ORISTANO,Sardegna,Cinema Multisala Ariston,2015,3275219840,8.5881744,39.9078913
Biella (BI),BIELLA,Piemonte,Cinema Mazzini,2013,2246723263,8.05442,45.5634851
Biella (BI),BIELLA,Piemonte,Cinema Teatro Odeon,2013,2246723266,8.06217159999999,45.5569185
Candelo (BI),BIELLA,Piemonte,Cinema Verdi,2014,471945783,8.1124928,45.5472638999999
Cossato (BI),BIELLA,Piemonte,Cinema Teatro Comunale,2013,2131182338,8.1798822,45.5696270999999
Vigliano Biellese (BI),BIELLA,Piemonte,Cineteatro Erios,2013,2420559039,8.092553,45.5594725999999
Mandello del Lario (LC),LECCO,Lombardia,Cine teatro F. De André,2014,2888790555,9.3191884,45.9170292
Lodi (LO),LODI,Lombardia,Cinema del Viale,2010,566454948,9.5042916,45.3084714
Lodi (LO),LODI,Lombardia,Fanfulla,2015,3383756674,9.4975483,45.3082834
Lodi (LO),LODI,Lombardia,Moderno,2015,3383734219,9.5067705,45.3168689
Pieve Fissiraga (LO),LODI,Lombardia,Cinelandia,2012,1819025450,9.4570112,45.2764474
Santarcangelo di Romagna (RN),RIMINI,Emilia-Romagna,Teatro Supercinema,2015,1737593750,12.4451517,44.0619386999999
Pennabilli (RN),RIMINI,Emilia-Romagna,Cinema Gambrinus,2015,2858050764,12.2659444,43.8192722
Prato (PO),PRATO,Toscana,Eden,2010,622540449,11.0978765999999,43.880088
Prato (PO),PRATO,Toscana,Excelsior,2010,622540462,11.0994993999999,43.880721
Prato (PO),PRATO,Toscana,Multiplex Omnia Center,2012,622540398,11.0630448,43.8740377
Prato (PO),PRATO,Toscana,Terminale,2012,622540432,11.0966942,43.8771907
Crotone (KR),CROTONE,Calabria,Sala Raimondi,2012,1310845517,17.1278569999999,39.0818081
Cannobio (VB),VERBANIA,Piemonte,,2011,1414937182,8.69785,46.0617986
Domodossola (VB),VERBANIA,Piemonte,Cinema Corso,2014,448941947,8.2952817,46.1154014
Malesco (VB),VERBANIA,Piemonte,,2013,2548323748,8.5025145,46.1263409999999
Omegna (VB),VERBANIA,Piemonte,,2009,465188385,8.4096638,45.8781669999999
Tempio Pausania (OT),OLBIA-TEMPIO,Sardegna,,2009,479953708,9.1039932,40.9005259999999
Carbonia (CI),CARBONIA IGLESIAS,Sardegna,Supercinema,2012,2006430322,8.5186367,39.1731436
Brugherio (MB),MONZA E DELLA BRIANZA,Lombardia,Cinema Teatro San Giuseppe,2010,822310974,9.3029061,45.5529506
Carate Brianza (MB),MONZA E DELLA BRIANZA,Lombardia,Vfx Cinema e TV di Federico Surace,2015,3355590948,9.2310668,45.6700270999999
Lissone (MB),MONZA E DELLA BRIANZA,Lombardia,Cineteatro Excelsior,2015,647694268,9.2419492,45.6072216999999
Lissone (MB),MONZA E DELLA BRIANZA,Lombardia,UCI Cinemas Lissone,2015,647686881,9.2238369,45.6338326999999
Monza (MB),MONZA E DELLA BRIANZA,Lombardia,Capitol,2014,455980207,9.2744607,45.5866862999999
Lentate sul Seveso (MB),MONZA E DELLA BRIANZA,Lombardia,Cinema Teatro Sant'Angelo,2016,3992149991,9.1181303,45.6772332999999
Fermo (FM),FERMO,Marche,Super 8,2014,2665758497,13.6754646999999,43.1749257
Porto Sant'Elpidio (FM),FERMO,Marche,Multiplex,2012,253327471,13.7364353,43.2887599
Servigliano (FM),FERMO,Marche,Multisala,2011,1217649652,13.4926011,43.0802132
Andria (BT),BARLETTA ANDRIA TRANI,Puglia,Multisala Roma,2014,3109427880,16.2966199,41.2241271999999
Barletta (BT),BARLETTA ANDRIA TRANI,Puglia,Cinema Opera,2012,565693494,16.2762797,41.3164488999999
